Point: 453(0.16,0.9,0) Total Neighbours = 37
Point: 454(0.16,0.92,0) Total Neighbours = 37
Point: 455(0.16,0.94,0) Total Neighbours = 37
Point: 456(0.16,0.96,0) Total Neighbours = 37
Point: 457(0.16,0.98,0) Total Neighbours = 37
Point: 458(0.16,1,0) Total Neighbours = 37
Point: 459(0.18,0,0) Total Neighbours = 37
Point: 460(0.18,0.02,0) Total Neighbours = 37
Point: 461(0.18,0.04,0) Total Neighbours = 37
Point: 462(0.18,0.06,0) Total Neighbours = 37
Point: 463(0.18,0.08,0) Total Neighbours = 37
Point: 464(0.18,0.1,0) Total Neighbours = 37
Point: 465(0.18,0.12,0) Total Neighbours = 37
Point: 466(0.18,0.14,0) Total Neighbours = 37
Point: 467(0.18,0.16,0) Total Neighbours = 37
Point: 468(0.18,0.18,0) Total Neighbours = 37
Point: 469(0.18,0.2,0) Total Neighbours = 37
Point: 470(0.18,0.22,0) Total Neighbours = 37
Point: 471(0.18,0.24,0) Total Neighbours = 37
Point: 472(0.18,0.26,0) Total Neighbours = 37
Point: 473(0.18,0.28,0) Total Neighbours = 37
Point: 474(0.18,0.3,0) Total Neighbours = 37
Point: 475(0.18,0.32,0) Total Neighbours = 37
Point: 476(0.18,0.34,0) Total Neighbours = 37
Point: 477(0.18,0.36,0) Total Neighbours = 37
Point: 478(0.18,0.38,0) Total Neighbours = 37
Point: 479(0.18,0.4,0) Total Neighbours = 37
Point: 480(0.18,0.42,0) Total Neighbours = 37
Point: 481(0.18,0.44,0) Total Neighbours = 37
Point: 482(0.18,0.46,0) Total Neighbours = 37
Point: 483(0.18,0.48,0) Total Neighbours = 37
Point: 484(0.18,0.5,0) Total Neighbours = 37
Point: 485(0.18,0.52,0) Total Neighbours = 37
Point: 486(0.18,0.54,0) Total Neighbours = 37
Point: 487(0.18,0.56,0) Total Neighbours = 37
Point: 488(0.18,0.58,0) Total Neighbours = 37
Point: 489(0.18,0.6,0) Total Neighbours = 37
Point: 490(0.18,0.62,0) Total Neighbours = 37
Point: 491(0.18,0.64,0) Total Neighbours = 37
Point: 492(0.18,0.66,0) Total Neighbours = 37
Point: 493(0.18,0.68,0) Total Neighbours = 37
Point: 494(0.18,0.7,0) Total Neighbours = 37
Point: 495(0.18,0.72,0) Total Neighbours = 37
Point: 496(0.18,0.74,0) Total Neighbours = 37
Point: 497(0.18,0.76,0) Total Neighbours = 37
Point: 498(0.18,0.78,0) Total Neighbours = 37
Point: 499(0.18,0.8,0) Total Neighbours = 37
Point: 500(0.18,0.82,0) Total Neighbours = 37
Point: 501(0.18,0.84,0) Total Neighbours = 37
Point: 502(0.18,0.86,0) Total Neighbours = 37
Point: 503(0.18,0.88,0) Total Neighbours = 37
Point: 504(0.18,0.9,0) Total Neighbours = 37
Point: 505(0.18,0.92,0) Total Neighbours = 37
Point: 506(0.18,0.94,0) Total Neighbours = 37
Point: 507(0.18,0.96,0) Total Neighbours = 37
Point: 508(0.18,0.98,0) Total Neighbours = 37
Point: 509(0.18,1,0) Total Neighbours = 37
Point: 510(0.2,0,0) Total Neighbours = 37
Point: 511(0.2,0.02,0) Total Neighbours = 37
Point: 512(0.2,0.04,0) Total Neighbours = 37
Point: 513(0.2,0.06,0) Total Neighbours = 37
Point: 514(0.2,0.08,0) Total Neighbours = 37
Point: 515(0.2,0.1,0) Total Neighbours = 37
Point: 516(0.2,0.12,0) Total Neighbours = 37
Point: 517(0.2,0.14,0) Total Neighbours = 37
Point: 518(0.2,0.16,0) Total Neighbours = 37
Point: 519(0.2,0.18,0) Total Neighbours = 37
Point: 520(0.2,0.2,0) Total Neighbours = 37
Point: 521(0.2,0.22,0) Total Neighbours = 37
Point: 522(0.2,0.24,0) Total Neighbours = 37
